simulacion,n,hostname,procesador,ram_gb,python_version,algoritmo,tiempo,memoria_kb,nodos,solucion_encontrada
390,7,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.002917900012107566,13.4921875,513,True
390,7,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,7.259999983943999e-05,0.4296875,10,True
391,7,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.003098899993347004,13.4921875,513,True
391,7,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,7.190000906120986e-05,0.4296875,10,True
392,7,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.0030006000015418977,13.4921875,513,True
392,7,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,6.989999383222312e-05,0.4296875,10,True
393,7,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.002811899990774691,13.4921875,513,True
393,7,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,6.409999332390726e-05,0.4296875,10,True
394,7,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.00274100000387989,13.4921875,513,True
394,7,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,6.400000711437315e-05,0.4296875,10,True
395,7,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.004405799991218373,13.4921875,513,True
395,7,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.00010879999899771065,0.4296875,10,True
396,7,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.004517000008490868,13.4921875,513,True
396,7,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.00010730000212788582,0.4296875,10,True
397,7,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.004329999996116385,13.4921875,513,True
397,7,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,9.370000043418258e-05,0.4296875,10,True
398,7,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.0034304000000702217,13.4921875,513,True
398,7,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,9.049999061971903e-05,0.4296875,10,True
399,7,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.003346500001498498,13.4921875,513,True
399,7,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,7.259999983943999e-05,0.4296875,10,True
400,7,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.0029511000029742718,13.4921875,513,True
400,7,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.00016099998902063817,0.4296875,10,True
401,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.02007850000518374,84.109375,1966,True
401,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.0006946000066818669,0.5703125,114,True
402,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.01597909998963587,58.609375,1966,True
402,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.0006073999975342304,0.5703125,114,True
403,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.013562200008891523,58.609375,1966,True
403,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.0007258999976329505,0.5703125,114,True
404,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.014516099996399134,58.609375,1966,True
404,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.0006932000105734915,0.5703125,114,True
405,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.015613800002029166,58.609375,1966,True
405,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.0007908999978099018,0.5703125,114,True
406,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.013843799999449402,58.609375,1966,True
406,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.0007220999978017062,0.5703125,114,True
407,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.013731400002143346,58.609375,1966,True
407,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.0006216000037966296,0.5703125,114,True
408,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.015027600005851127,58.609375,1966,True
408,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.00071340000431519,0.5703125,114,True
409,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.015454699998372234,58.609375,1966,True
409,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.0006679999933112413,0.5703125,114,True
410,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.017240599991055205,58.609375,1966,True
410,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.0007733000093139708,0.5703125,114,True
411,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.014262500000768341,58.609375,1966,True
411,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.0006648999988101423,0.5703125,114,True
412,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.014843600001768209,58.609375,1966,True
412,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.0006752000044798478,0.5703125,114,True
413,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.016368800002965145,58.609375,1966,True
413,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.0006985000072745606,0.5703125,114,True
414,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.014530600004945882,58.609375,1966,True
414,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.0006903000030433759,0.5703125,114,True
415,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.014926000003470108,58.609375,1966,True
415,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.0007028999971225858,0.5703125,114,True
416,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.014895899992552586,58.609375,1966,True
416,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.0007277999975485727,0.5703125,114,True
417,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.01683170000615064,58.609375,1966,True
417,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.0006865000032121316,0.5703125,114,True
418,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.015486799995414913,58.609375,1966,True
418,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.0007060000061756,0.5703125,114,True
419,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.014048800003365614,58.609375,1966,True
419,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.0006602999928873032,0.5703125,114,True
420,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.017775000000256114,58.609375,1966,True
420,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.0006748000014340505,0.5703125,114,True
421,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.015482200004043989,58.609375,1966,True
421,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.000673700007610023,0.5703125,114,True
422,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.015223999987938441,58.609375,1966,True
422,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.0006723000115016475,0.5703125,114,True
423,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.015136900008656085,58.609375,1966,True
423,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.0006902000022819266,0.5703125,114,True
424,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.015364499995484948,58.609375,1966,True
424,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.0007220999978017062,0.5703125,114,True
425,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.017907700006617233,58.609375,1966,True
425,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.0007253000076161698,0.5703125,114,True
426,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.015036299999337643,58.609375,1966,True
426,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.0006715999916195869,0.5703125,114,True
427,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.014307400007965043,58.609375,1966,True
427,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.0007430999976349995,0.5703125,114,True
428,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.01487460000498686,58.609375,1966,True
428,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.0006061000021873042,0.5703125,114,True
429,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.014370899996720254,58.609375,1966,True
429,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.0007443999929819256,0.5703125,114,True
430,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.014278699993155897,58.609375,1966,True
430,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.0007236999954329804,0.5703125,114,True
431,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.015515700011746958,58.609375,1966,True
431,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.0006786000012652948,0.5703125,114,True
432,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.014426099995034747,58.609375,1966,True
432,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.0007400000031339005,0.5703125,114,True
433,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.01567169999179896,58.609375,1966,True
433,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.0006350000039674342,0.5703125,114,True
434,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.014257899994845502,58.609375,1966,True
434,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.0006790000043110922,0.5703125,114,True
435,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.01356120000127703,58.609375,1966,True
435,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.0006750000029569492,0.5703125,114,True
436,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.014362999994773418,58.609375,1966,True
436,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.000669400003971532,0.5703125,114,True
437,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.014067399999476038,58.609375,1966,True
437,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.0013744000025326386,0.5703125,114,True
438,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.014742800005478784,58.609375,1966,True
438,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.0009170999983325601,0.5703125,114,True
439,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.014701899999636225,58.609375,1966,True
439,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.0007175999926403165,0.5703125,114,True
440,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.013931299996329471,58.609375,1966,True
440,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.0006635999889113009,0.5703125,114,True
441,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.014967700000852346,58.609375,1966,True
441,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.0007369999948423356,0.5703125,114,True
442,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.016490199996042065,58.609375,1966,True
442,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.0007481000066036358,0.5703125,114,True
443,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.014435899996897206,58.609375,1966,True
443,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.0006673000025330111,0.5703125,114,True
444,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.014617400011047721,58.609375,1966,True
444,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.0006971999973757192,0.5703125,114,True
445,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.013957100003608502,58.609375,1966,True
445,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.0006695999909425154,0.5703125,114,True
446,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.01584039999579545,58.609375,1966,True
446,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.0007611000037286431,0.5703125,114,True
447,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.015329300003941171,58.609375,1966,True
447,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.0006888000061735511,0.5703125,114,True
448,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.014033400002517737,58.609375,1966,True
448,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.0008787000115262344,0.5703125,114,True
449,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.014738600002601743,58.609375,1966,True
449,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.0006609999982174486,0.5703125,114,True
450,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.01745200000004843,58.609375,1966,True
450,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.0006846999895060435,0.5703125,114,True
451,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.015457100002095103,58.609375,1966,True
451,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.0006799999973736703,0.5703125,114,True
452,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.014151800001855008,58.609375,1966,True
452,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.0006833999941591173,0.5703125,114,True
453,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.015635800009476952,58.609375,1966,True
453,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.0006167999963508919,0.5703125,114,True
454,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.015237800005706958,58.609375,1966,True
454,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.0007181999972090125,0.5703125,114,True
455,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.014425300003495067,58.609375,1966,True
455,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.0006902000022819266,0.5703125,114,True
456,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.01406709999719169,58.609375,1966,True
456,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.00066970000625588,0.5703125,114,True
457,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.013825399990309961,58.609375,1966,True
457,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.0006955999997444451,0.5703125,114,True
458,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.014154199991025962,58.609375,1966,True
458,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.0008392000017920509,0.5703125,114,True
459,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.01521889999276027,58.609375,1966,True
459,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.0006156000017654151,0.5703125,114,True
460,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.013953300003777258,58.609375,1966,True
460,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.0006382999999914318,0.5703125,114,True
461,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.015684400001191534,58.609375,1966,True
461,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.0006772999913664535,0.5703125,114,True
462,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.013111799999023788,58.609375,1966,True
462,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.0008017000072868541,0.5703125,114,True
463,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.014427299989620224,58.609375,1966,True
463,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.00118599999404978,0.5703125,114,True
464,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.014523600009852089,58.609375,1966,True
464,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.0006175000016810372,0.5703125,114,True
465,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.014456999997491948,58.609375,1966,True
465,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.0006787000020267442,0.5703125,114,True
466,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.015402899996843189,58.609375,1966,True
466,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.0006747000006726012,0.5703125,114,True
467,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.014171700007864274,58.609375,1966,True
467,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.0007056999893393368,0.5703125,114,True
468,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.015110399996046908,58.609375,1966,True
468,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.0009178000036627054,0.5703125,114,True
469,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.01413460000185296,58.609375,1966,True
469,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.0006838000117568299,0.5703125,114,True
470,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.014043999995919876,58.609375,1966,True
470,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.0008209999941755086,0.5703125,114,True
471,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.01679399999557063,58.609375,1966,True
471,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.0014272999978857115,0.5703125,114,True
472,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.015515899998717941,58.609375,1966,True
472,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.000668799999402836,0.5703125,114,True
473,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,BFS,0.015779399996972643,58.609375,1966,True
473,8,DESKTOP-PCTS8TB,AMD Ryzen 7 7445HS w/ Radeon 740M Graphics,15.26,3.14.7,DFS,0.0006846000032965094,0.5703125,114,True
